Name,Team,Conf,Class,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORTG,DRTG,TS%,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,PER ,3PAr,PProd,TRB%,OWS,DWS,WS,WS/40
Jaxson Hayes,Texas,B12,FR,C,32,747,3.8,5.3,0.728,0,0,0,3.8,5.3,0.728,0.728,2.3,3.1,0.74,1.8,3.2,5,0.3,0.6,2.2,0.9,5.7,10,133.8,94.8,0.739,0.592,8.8,16.2,2.6,1.5,10.6,13.9,16.9,4,5,9,27,0,280,12.5,2.8,1.5,4.3,0.23
Taylor Hendricks,UCF,Amer,FR,F,34,1178,5.4,11.3,0.478,1.8,4.6,0.394,3.6,6.8,0.535,0.557,2.5,3.2,0.782,2.4,4.6,7,1.4,0.9,1.7,1.4,2.3,15.1,119.9,96,0.589,0.286,8.1,16.2,8.6,1.6,5.9,12.1,20.4,4.9,2.2,7.1,22.5,0.403,474,12.1,3.5,2.2,5.7,0.195
Chucky Hepburn,Louisville,ACC,SR,G,34,1184,4.9,11.3,0.432,1.9,5.6,0.328,3,5.6,0.536,0.514,4.8,5.6,0.844,0.5,2.9,3.5,5.8,2.4,0.1,3,3.1,16.4,115.2,98.4,0.586,0.5,1.8,9.4,31.3,4,0.3,19.7,25.5,4,4.2,8.2,20.9,0.5,601,5.7,3.3,2.3,5.7,0.191
Tyler Herro,Kentucky,SEC,FR,F,37,1207,5,10.9,0.462,1.6,4.6,0.355,3.4,6.3,0.538,0.536,2.4,2.5,0.935,0.4,4.1,4.5,2.5,1.1,0.3,1.6,1.6,14,118.2,96.8,0.58,0.231,1.6,14,15.2,2,1.1,14.8,20,4.6,3.5,8.1,19.4,0.419,479,8.2,3.3,2.1,5.4,0.181
Buddy Hield,Oklahoma,B12,SR,F,37,1309,8.1,16.2,0.501,4,8.7,0.457,4.2,7.5,0.552,0.623,4.8,5.4,0.88,1.2,4.5,5.7,2,1.1,0.5,3.1,2.3,25,121.5,100.7,0.664,0.333,4,13,12.7,1.8,1.4,17.1,28.4,10.1,1.7,11.8,28.2,0.536,801,8.8,5.7,1.9,7.6,0.233
Aaron Holiday,UCLA,P12,JR,G,33,1244,6.4,13.9,0.461,2.7,6.2,0.429,3.8,7.7,0.486,0.557,4.8,5.8,0.828,0.5,3.2,3.7,5.8,1.3,0.2,3.8,2.8,20.3,112.9,106.9,0.609,0.417,1.6,8.7,29.9,1.9,0.7,20.6,27.2,4.9,0.1,5,21.1,0.446,686,5.3,3.7,1.2,4.9,0.157
Jrue Holiday,UCLA,P10,FR,G,35,950,3.2,7.1,0.45,0.8,2.5,0.307,2.4,4.6,0.528,0.504,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,3.2,8.5,107.2,95.4,0.531,0.249,6,11.8,23.8,3.5,2.1,23.4,20.5,3.3,3.4,6.7,24.5,0.353,690,8.9,1.2,2.1,3.3,0.138
DaRon Holmes II,Dayton,A10,JR,C,33,1069,6.6,12.1,0.544,1,2.5,0.386,5.6,9.6,0.585,0.584,6.2,8.8,0.713,1.7,6.8,8.5,2.6,0.9,2.1,2.2,2.5,20.4,119.1,95.3,0.626,0.724,6.8,23.7,19,1.8,7.2,13.7,31.2,7.8,3.6,11.5,31.7,0.208,642,15.9,4.7,2.3,7,0.26
Chet Holmgren,Gonzaga,WCC,FR,C,32,861,5.3,8.8,0.607,1.3,3.3,0.39,4,5.5,0.737,0.68,2.2,3.1,0.717,1.8,8.1,9.9,1.9,0.8,3.5,1.9,3.9,14.1,124.3,78.5,0.691,0.354,8,28.7,11.4,1.6,11.9,17.9,21.4,7.1,7,14.1,31.3,0.375,424,19.6,3.3,3.1,6.3,0.294
Caleb Houstan,Michigan,B10,FR,F,34,1088,3.2,8.4,0.384,1.8,5,0.355,1.4,3.4,0.426,0.489,1.9,2.4,0.783,0.8,3.2,4,1.4,0.7,0.2,1.5,2.1,10.1,103.4,105.4,0.53,0.292,3.1,11.7,7.4,1.4,0.8,16.7,17,1.5,0.7,2.1,11.8,0.595,321,7.5,1.4,0.9,2.3,0.084
Jett Howard,Michigan,B10,FR,F,29,919,4.7,11.4,0.414,2.7,7.3,0.368,2,4.1,0.496,0.532,2.1,2.6,0.8,0.3,2.6,2.8,2,0.4,0.7,1.3,2.8,14.2,111.5,105,0.562,0.227,1,8.8,12.9,0.8,2.1,11,21.8,3.8,0.5,4.3,16.7,0.64,376,5,2.1,1,3,0.132
Kevin Huerter,Maryland,B10,SO,F,31,1065,5.1,10.1,0.5,2.3,5.5,0.414,2.8,4.7,0.6,0.611,2.4,3.1,0.763,1,4.1,5,3.4,0.6,0.7,2.5,2.8,14.8,116.3,102,0.636,0.309,3.9,13.1,20,1.1,2.1,20.4,21.5,5.5,1.6,7.1,19.4,0.543,457,8.8,3,1.6,4.5,0.165
Jay Huff,Virginia,ACC,SR,C,25,676,5.1,8.7,0.585,1.2,3,0.387,3.9,5.7,0.69,0.652,1.6,2,0.837,1.7,5.4,7.1,1,0.5,2.6,1.3,3.8,13,123.9,91,0.674,0.226,8.9,24.6,8.1,1.3,11.9,13.9,23.2,6.2,4.6,10.8,31.4,0.346,294,17.2,2.8,1.5,4.3,0.257
De'Andre Hunter,Virginia,ACC,SO,F,38,1234,5.4,10.4,0.52,1.2,2.8,0.438,4.2,7.6,0.55,0.579,3.2,4.1,0.783,1.4,3.7,5.1,2,0.6,0.6,1.4,2.5,15.2,122.9,94.3,0.618,0.398,5.6,13.4,13,1.2,2.4,11.8,23.5,6.8,2.6,9.4,24.3,0.266,541,9.8,4.8,2.6,7.3,0.237
CJ Huntley,Appalachian St.,SB,SR,F,29,974,5.9,12.2,0.483,1.4,4.1,0.356,4.4,8.1,0.547,0.542,2.6,3.8,0.679,2.3,5.8,8.1,1.1,0.6,0.7,1.5,1.8,15.7,111.1,100.2,0.564,0.308,7.7,18.4,7.5,1.1,2.1,11.8,23.1,2.8,0.3,3.2,21.1,0.32,448,13.2,2.4,2.1,4.5,0.175
Oso Ighodaro,Marquette,BE,SR,C,36,1170,5.4,9.4,0.576,0,0.1,0,5.4,9.4,0.58,0.576,2.5,4.1,0.623,2.6,4.3,6.9,2.9,1.1,1.3,1.8,2.7,13.4,117.2,100.3,0.59,0.429,9.4,15.3,16.1,1.9,4.7,14.4,21.9,3.9,3,6.9,21.9,0.006,520,12.4,3.2,2,5.2,0.177
Brandon Ingram,Duke,ACC,FR,F,36,1246,5.9,13.4,0.442,2.2,5.4,0.41,3.7,8,0.464,0.525,3.2,4.7,0.682,1.9,4.9,6.8,2,1.1,1.4,2,2.4,17.3,112.1,103.4,0.552,0.351,6.1,15.4,11.3,1.9,3.6,13.7,24.6,5.4,1.3,6.7,22.5,0.403,591,10.8,3.4,1.5,4.9,0.157
Harrison Ingram,North Carolina,ACC,JR,F,37,1213,4.4,10.2,0.43,1.8,4.6,0.385,2.6,5.7,0.467,0.516,1.6,2.6,0.612,2.6,6.2,8.8,2.2,1.4,0.4,1.4,2.3,12.2,113.9,96.4,0.53,0.259,8.7,20.1,11.7,2.4,1.3,12.4,19,4.3,3.2,7.5,18.3,0.446,466,14.5,2.5,2.4,4.9,0.162
Kyrie Irving,Duke,ACC,FR,G,11,303,5,9.5,0.529,1.6,3.5,0.462,3.4,5.9,0.569,0.615,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,3,17.5,130.5,91.7,0.697,0.683,2.3,10.6,29.8,3,1.8,18.6,27.2,9.5,4.4,13.9,32.5,0.375,189,6.7,1.8,0.6,2.4,0.32
Jonathan Isaac,Florida St.,ACC,FR,F,32,838,4.1,8,0.508,1,2.8,0.348,3.1,5.2,0.593,0.568,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,3.3,12,118.8,92.7,0.614,0.461,7.7,25,7.5,2.4,6.2,15.7,20,5.3,3.8,9.1,24.6,0.348,364,16.7,2.4,1.9,4.3,0.205
Jaden Ivey,Purdue,B10,SO,F,36,1132,5.6,12.2,0.461,1.8,5,0.358,3.9,7.2,0.533,0.534,4.3,5.8,0.744,0.7,4.2,4.9,3.1,0.9,0.6,2.6,2.2,17.3,111.6,101.5,0.58,0.47,2.7,15,19.2,1.7,2,17.9,27.7,5.5,1,6.5,22.5,0.406,586,9.3,3.7,1.4,5.1,0.181
Quenton Jackson,Texas A&M,SEC,SR,G,39,1028,4.7,9.7,0.487,1.1,3.2,0.349,3.6,6.5,0.556,0.545,4.3,5.1,0.83,0.5,3,3.5,2,1.8,0.6,2.4,3.8,14.8,111.1,93.8,0.611,0.529,2.2,13.2,16.6,3.8,2,19.9,26.6,4.8,3.5,8.3,24.2,0.329,534,7.6,3.3,2.2,5.5,0.208
Andre Jackson Jr.,Connecticut,BE,JR,F,36,1047,2.6,5.9,0.432,0.7,2.5,0.281,1.9,3.4,0.54,0.491,0.9,1.3,0.646,1.9,4.3,6.2,4.7,1.1,0.5,2,3.9,6.7,111.3,93.2,0.509,0.225,7.6,16.7,26.6,2.2,1.8,24.1,16.5,2.5,4.5,7,15,0.418,328,12.3,1.8,2.3,4,0.154
Jaren Jackson Jr.,Michigan St.,B10,FR,C,35,765,3.4,6.6,0.513,1.1,2.7,0.396,2.3,3.9,0.596,0.595,3,3.8,0.797,1.5,4.3,5.8,1.1,0.6,3,1.8,5.9,10.9,116.8,85.9,0.647,0.573,8.7,19.7,9.3,1.6,14.2,20.8,22.8,3.9,6.7,10.6,26.9,0.414,347,15,2.3,2.2,4.6,0.239
Trayce Jackson-Davis,Indiana,B10,JR,C,32,1106,8.2,14.1,0.582,0,0,0,8.2,14.1,0.582,0.582,4.6,6.6,0.695,2.8,8,10.8,4,0.8,2.9,2.6,2,20.9,118.5,93.4,0.609,0.467,10.1,24.7,24.8,1.4,9,14.3,30.1,9.8,5,14.7,34.2,0,679,18,4.8,2.4,7.2,0.261
Bronny James,USC,P12,FR,G,25,486,1.6,4.5,0.366,0.6,2.4,0.267,1,2.1,0.481,0.438,0.9,1.4,0.676,0.3,2.6,2.8,2.1,0.8,0.2,1.1,3.5,4.8,96.4,105.5,0.472,0.304,1.7,15.1,19.3,2.2,1.1,19.4,16.5,-1.7,1.3,-0.3,10.3,0.536,134,8.5,0.2,0.6,0.8,0.063
Sion James,Duke,ACC,JR,F,39,996,2.9,5.6,0.516,0.8,1.9,0.413,2.1,3.6,0.57,0.588,2.1,2.6,0.81,0.7,3.4,4.2,2.9,0.8,0.3,1.2,3.2,8.6,127.8,95.5,0.635,0.461,3.7,14.2,18.9,1.9,1.1,16.6,17.1,3.9,4,7.9,17.9,0.346,361,9.5,2.9,2.2,5.1,0.203
Jaime Jaquez Jr.,UCLA,P12,SR,F,37,1230,7.1,14.7,0.481,0.9,2.8,0.317,6.2,11.9,0.519,0.511,2.8,3.6,0.77,2.6,5.6,8.2,2.4,1.5,0.6,1.8,2.2,17.8,113.1,88,0.543,0.249,9,20.2,14.6,2.8,2.2,11.9,27.2,6.1,3.5,9.5,25.7,0.192,635,14.6,3.8,3.3,7.1,0.23
Daniss Jenkins,St. John's,BE,SR,G,33,1013,5.8,12.9,0.446,1.7,4.8,0.354,4.1,8.1,0.5,0.512,1.7,2,0.851,0.9,2.6,3.5,5.4,1.6,0.5,2.4,3.1,14.9,114,104.2,0.538,0.157,3.2,9.6,32.3,3,1.9,17.8,25.6,6,2.3,8.2,20.8,0.371,513,6.3,2.7,1.3,4,0.158
Ty Jerome,Virginia,ACC,JR,G,37,1256,4.8,11.1,0.435,2.1,5.4,0.399,2.7,5.7,0.469,0.532,1.8,2.5,0.736,0.5,3.8,4.2,5.5,1.5,0,1.6,2,13.6,119.1,91.7,0.555,0.222,1.8,13,32.6,3,0.1,13.3,24.1,6.3,4,10.3,22.9,0.484,547,7.8,4.3,2.9,7.2,0.228
Isaiah Joe,Arkansas,SEC,SO,F,26,937,5.1,13.8,0.367,3.6,10.6,0.342,1.5,3.3,0.447,0.497,3.1,3.5,0.89,0.5,3.6,4.1,1.7,1.4,0.3,1.7,2,16.9,104.6,98.1,0.544,0.253,1.7,11.5,10,2.2,0.8,11.7,22.9,3.7,0.7,4.3,17.5,0.764,402,6.6,1.8,1.4,3.2,0.136
Keldon Johnson,Kentucky,SEC,FR,F,37,1136,4.6,10.1,0.461,1.2,3.2,0.381,3.4,6.9,0.498,0.521,2.9,4.2,0.703,1.3,4.5,5.9,1.6,0.8,0.2,1.6,2.9,13.5,112.9,97.2,0.557,0.416,5.5,16.5,10.6,1.5,0.6,14.5,21.7,3.5,2.2,5.7,18.5,0.316,466,11.3,2.9,2,4.9,0.171
Keshad Johnson,Arizona,P12,SR,F,36,995,4.2,7.9,0.53,1,2.6,0.387,3.2,5.3,0.599,0.593,2.1,3,0.71,2,3.9,5.9,1.8,1,0.7,1.6,3,11.5,119.6,97.2,0.616,0.375,8,14.8,10.8,2,2.7,16.7,18.3,4.1,3,7.1,19.3,0.326,401,11.5,2.5,2,4.5,0.18
Tre Johnson,Texas,SEC,FR,G,33,1145,6.8,15.9,0.427,2.7,6.8,0.397,4.1,9.1,0.449,0.511,3.7,4.2,0.871,0.3,2.8,3.1,2.7,0.9,0.3,1.8,2.4,19.9,113,108.3,0.557,0.265,1.1,9,16.5,1.6,1,11.3,27.3,6,0.6,6.6,19.7,0.427,601,5.2,3,1.1,4.2,0.145
Colby Jones,Xavier,BE,JR,F,36,1224,5.8,11.3,0.509,1.2,3.3,0.378,4.5,8,0.563,0.564,2.2,3.4,0.653,1.2,4.5,5.7,4.4,1.3,0.6,2.3,2.5,15,112.6,102.4,0.58,0.305,4.4,14.4,22.3,2.1,1.6,17.3,22.1,4.4,2,6.4,19.8,0.292,547,9.7,3,1.6,4.6,0.15
Curtis Jones,Iowa St.,B12,SR,G,34,1037,5.8,13.5,0.43,2.6,6.9,0.374,3.2,6.6,0.489,0.526,3.2,3.8,0.845,0.4,3.8,4.2,2.3,1.1,0.2,1.4,2.1,17.4,117.3,99.3,0.569,0.282,1.8,14.5,15.2,2.2,0.7,10.5,25.4,5.6,2,7.5,21.1,0.513,534,8.4,3.1,1.9,5,0.194
Herbert Jones,Alabama,SEC,SR,F,33,900,3.9,8.8,0.446,0.6,1.7,0.351,3.3,7,0.47,0.481,2.8,3.9,0.715,2.5,4.1,6.6,3.3,1.7,1.1,2.8,4.2,11.2,103.3,89.8,0.529,0.45,9.4,15.2,21.7,3.4,4,22.9,24.3,3,4.7,7.7,20.6,0.197,419,12.3,1.7,2.2,3.9,0.172
Kam Jones,Marquette,BE,SR,G,34,1149,7.8,16.2,0.483,1.9,6.1,0.311,5.9,10.1,0.586,0.541,1.7,2.6,0.648,0.6,3.8,4.5,5.9,1.4,0.3,1.9,2.6,19.2,118.1,101.7,0.551,0.16,2.1,13.6,38.1,2.4,0.9,11.1,29.2,6.8,2.5,9.3,24.5,0.374,671,7.6,3.9,1.9,5.8,0.202
Spencer Jones,Stanford,P12,SR,F,25,726,4,9,0.438,2.2,5.3,0.409,1.8,3.8,0.479,0.558,1.6,2.5,0.645,1.2,2.9,4.1,2,1.4,0.8,1.3,3.3,11.7,110.5,104.3,0.572,0.274,4.9,11.2,12.7,2.8,2.8,13,19.8,3.4,2.3,5.7,17.3,0.584,281,8.2,1.3,0.9,2.3,0.124
Tyus Jones,Duke,ACC,FR,G,39,1322,3.5,8.3,0.417,1.2,3.2,0.379,2.3,5.1,0.44,0.489,3.7,4.2,0.889,0.5,3,3.5,5.6,1.5,0.1,1.9,1.4,11.8,121.8,98.3,0.575,0.5,1.8,9.9,27.5,2.7,0.2,17.4,19.9,5.6,2.8,8.4,20.4,0.383,532,6.1,4.4,2.1,6.5,0.196
Derrick Jones Jr.,Radford,BSth,FR,F,9,42,0.4,1.7,0.267,0.1,0.9,0.125,0.3,0.8,0.429,0.3,0,0,0,0.2,0.8,1,0.1,0.3,0,0.3,5.7,1,62.1,95.2,0.3,0,5.4,21.9,5.2,4.4,0,20.5,21.5,-8.3,0.8,-7.4,24.2,0.178,309,11,1.8,1.3,3.1,0.193
DeAndre Jordan,Texas A&M,B12,FR,C,34,683,3.1,5.2,0.605,0,0,0,3.1,5.2,0.605,0.605,1.5,3.4,0.452,1.9,4.1,6,0.4,0.2,1.3,1.6,3.8,7.9,99.3,89.6,0.574,0.65,11,22,4.4,0.5,6.5,21.8,22.1,1.3,2.8,4.1,23.2,0,545,12.5,1.6,2.8,4.4,0.249
Johnny Juzang,UCLA,P12,JR,F,30,953,6,13.8,0.432,1.5,4.2,0.36,4.5,9.6,0.464,0.487,2.2,2.6,0.835,0.8,4,4.7,1.8,0.7,0.1,1.6,2.5,15.6,105.7,98.2,0.519,0.191,2.7,15,11.5,1.4,0.5,11.8,25.2,3.2,0.7,3.9,18.1,0.302,421,8.7,2,1.5,3.5,0.146
Ryan Kalkbrenner,Creighton,BE,SR,C,35,1206,7.7,11.9,0.653,0.6,1.7,0.344,7.1,10.1,0.706,0.678,3.1,4.6,0.681,2.4,6.3,8.7,1.5,0.5,2.7,1.5,1.6,19.2,129.2,98.4,0.684,0.386,8.8,18.4,10,0.9,7.3,11.2,22.3,7.2,4,11.1,29.1,0.147,589,14.1,4.8,2.4,7.1,0.236
Miles Kelly,Auburn,SEC,SR,F,38,1071,3.7,9.1,0.406,2.3,6.1,0.378,1.4,3,0.465,0.533,1.6,1.7,0.909,0.3,3.3,3.7,1.1,1,0.4,0.9,3.1,11.3,117.5,101.5,0.568,0.19,1.4,13.1,6.4,2.1,1.5,10.5,17,3.3,2.8,6.1,14.9,0.671,369,7.4,2.1,1.7,3.9,0.144
Luke Kennard,Duke,ACC,SO,F,37,1314,6.4,13.1,0.489,2.4,5.4,0.438,4,7.7,0.525,0.579,4.3,5.1,0.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.5,19.5,127.3,103.2,0.629,0.386,3.9,12.1,13.6,1.4,0.9,11.2,23,8,1.4,9.3,24.4,0.414,672,8.2,5.5,1.6,7.1,0.217
Walker Kessler,Auburn,SEC,SO,C,34,869,4.8,7.9,0.608,0.3,1.5,0.2,4.5,6.4,0.702,0.627,1.6,2.6,0.596,2.6,5.4,8,0.9,1.1,4.5,1.1,4.1,11.4,122.6,82.3,0.627,0.332,10.9,22.1,7,2.4,18.8,12.9,19,5.9,7.4,13.2,31.4,0.151,481,17.3,2.8,2.7,5.5,0.254
Corey Kispert,Gonzaga,WCC,SR,F,32,1018,6.5,12.3,0.529,2.8,6.5,0.44,3.7,5.9,0.628,0.644,2.7,3.1,0.878,0.9,4,5,1.8,0.9,0.4,1.3,2.1,18.6,131.2,95.9,0.674,0.248,3.8,13.9,9,1.5,1.4,10.7,20.7,8.7,1.7,10.4,25.4,0.524,518,9.3,4.6,1.8,6.4,0.251
Bobi Klintman,Wake Forest,ACC,FR,F,33,678,1.8,4.5,0.407,0.8,2.3,0.368,1,2.2,0.446,0.5,0.8,1.1,0.743,1.1,3.5,4.5,0.8,0.5,0.6,1,3.8,5.3,102.6,103.1,0.528,0.233,6.2,19.4,6.7,1.3,3.2,17.9,15.1,-0.6,1.1,0.5,12,0.507,184,13,0.6,0.8,1.5,0.086
Dalton Knecht,Tennessee,SEC,SR,F,36,1103,7.3,16,0.458,2.6,6.5,0.397,4.8,9.5,0.499,0.538,4.4,5.7,0.77,0.8,4.1,4.9,1.8,0.7,0.6,1.7,2.3,21.6,114.5,98.7,0.577,0.354,2.8,14.3,13.4,1.3,2.4,10.6,29.8,7.8,2.1,9.9,24.4,0.406,660,8.7,3.7,2,5.7,0.207
Kon Knueppel,Duke,ACC,FR,F,39,1189,4.6,9.7,0.479,2.2,5.3,0.406,2.5,4.4,0.567,0.59,3,3.3,0.914,1,3,4,2.7,1,0.2,1.4,2.8,14.4,130.7,97.5,0.642,0.339,4.3,10.3,15.7,2,0.6,12.9,20.9,6.5,3,9.5,21.3,0.548,538,7.6,4.5,2.4,6.9,0.232
Tyler Kolek,Marquette,BE,SR,G,31,1022,5.6,11.3,0.496,1.5,3.9,0.388,4.1,7.4,0.552,0.563,2.6,3,0.851,0.7,4.2,4.9,7.7,1.6,0.2,2.9,1.2,15.3,118.4,100.5,0.6,0.268,2.6,14.8,42.1,2.8,0.6,18.9,26.6,6.4,2.8,9.2,24.3,0.345,557,8.8,3.4,1.7,5.1,0.2
Christian Koloko,Arizona,P12,SO,C,37,941,4.9,7.8,0.635,0,0.1,0,4.9,7.7,0.642,0.635,2.7,3.7,0.735,2.6,4.7,7.3,1.4,0.8,2.8,1.6,4.4,12.6,123.6,87.7,0.661,0.472,12.2,18,9.8,1.6,10.3,16.7,20.6,4.8,4.6,9.4,28,0.01,437,15.4,3.4,2.4,5.9,0.25
John Konchar,Fort Wayne,Sum,SR,F,30,1028,7,13.2,0.534,1.5,4.3,0.349,5.5,8.9,0.624,0.591,4.2,5.7,0.737,2.2,6.3,8.5,5.4,2,0.9,2.8,2.6,19.5,119.9,103.5,0.623,0.433,7.3,20.5,30,3.3,3,16.6,28.3,6.4,1.8,8.2,30.3,0.329,701,14.2,5.1,1.6,6.8,0.239
Luke Kornet,Vanderbilt,SEC,SR,C,35,1101,4.1,10.2,0.406,1.5,4.6,0.327,2.6,5.6,0.472,0.48,3.4,4,0.857,1.5,4.7,6.2,1.2,0.5,2,1.3,2.9,13.2,109.9,98.3,0.547,0.392,5.9,16.6,8.5,1,6.7,11.2,21.9,3.8,3.2,7,20,0.454,444,11.5,2.4,1.9,4.3,0.155
Kyle Kuzma,Utah,P12,JR,C,27,832,6.2,12.3,0.502,0.9,2.9,0.321,5.3,9.4,0.557,0.539,3,4.5,0.669,2.8,6.6,9.3,2.4,0.6,0.5,2.1,2.1,16.4,112.8,98.8,0.563,0.363,11.2,22.7,15,1.1,1.6,14.7,26.7,5.1,0.4,5.4,25,0.233,481,17.7,2.8,1.8,4.5,0.204
Jake LaRavia,Wake Forest,ACC,JR,F,33,1127,5,9,0.557,0.8,2.2,0.384,4.2,6.8,0.613,0.604,3.7,4.8,0.777,2.1,4.5,6.6,3.7,1.7,0.9,2.7,3.3,14.6,118.6,95.2,0.647,0.527,7.5,14.1,20,2.7,2.9,20.2,21.6,4.5,3.5,7.9,22.9,0.246,516,11.1,3.7,2.1,5.8,0.206
Zach LaVine,UCLA,P12,FR,F,37,904,3.4,7.8,0.441,1.3,3.5,0.375,2.1,4.3,0.494,0.524,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,3.2,9.4,107.3,103.6,0.545,0.236,2.4,9.5,12.6,2.1,0.8,13.9,19,1.5,0.5,2,14.6,0.444,324,6.1,1.4,1.2,2.5,0.111
Jock Landale,Saint Mary's,WCC,SR,C,36,1199,8.4,13.1,0.64,0.1,0.3,0.3,8.3,12.8,0.648,0.644,4.3,5.8,0.746,2.9,7.2,10.2,2,0.4,1,2.3,3.6,21.1,125.7,97.4,0.668,0.445,12.5,26.6,13.5,0.7,3.2,14.6,30.1,7.1,1.2,8.3,33.7,0.021,721,20.2,6.3,2.2,8.5,0.282
Chaz Lanier,Tennessee,SEC,SR,F,38,1192,6.4,14.8,0.431,3.2,8.2,0.395,3.2,6.7,0.474,0.54,2,2.6,0.758,0.5,3.4,3.9,1.1,0.9,0.1,1.1,2,18,115.5,100.8,0.56,0.176,2,12.1,7.8,1.8,0.5,8.8,24.9,5.8,1.8,7.5,19.5,0.551,553,7.3,3.2,2,5.2,0.173
Pelle Larsson,Arizona,P12,SR,G,36,1080,4.5,8.7,0.519,1.3,3,0.426,3.2,5.7,0.568,0.592,2.4,3.2,0.75,1.1,3,4.1,3.7,0.9,0.2,1.9,3.5,12.8,121,100.3,0.622,0.369,3.9,10.6,20.1,1.7,0.8,17.9,19.1,3.7,2.5,6.3,17.8,0.344,460,7.3,2.9,1.8,4.8,0.176
A.J. Lawson,McNeese St.,Slnd,SR,G,17,495,4.1,9.2,0.442,0.6,2,0.324,3.4,7.2,0.475,0.478,2.2,3.9,0.561,1.3,3.8,5.1,5.5,0.9,0.1,3.3,3.4,11.8,91.4,110.1,0.496,0.423,5.3,14.9,33.9,1.4,0.4,27.7,26,-2.1,-3.3,-5.4,17.9,0.566,306,7.1,1.4,0.5,1.9,0.114
Caris LeVert,Michigan,B10,SR,G,14,435,5.4,10.7,0.5,1.9,4.3,0.45,3.4,6.4,0.533,0.59,3.7,4.7,0.788,0.6,4.8,5.4,4.9,0.9,0.2,1.6,1.7,16.4,126.8,102.2,0.631,0.44,2.5,19,32.9,1.8,0.8,11.9,26,7.8,2.6,10.4,28.8,0.401,252,10.6,2.2,0.7,2.8,0.243
Kawhi Leonard,San Diego St.,MWC,SO,C,34,1122,5.8,13.3,0.438,0.7,2.4,0.284,5.1,10.9,0.472,0.463,3.2,4.3,0.759,3.2,7.5,10.7,2.6,1.5,0.6,2.2,3.1,15.6,108.7,85.4,0.508,0.321,11.4,25.9,16.4,2.8,1.9,15.1,27.7,5,3.3,8.3,26.5,0.181,567,19,3.6,3.2,6.8,0.231
E.J. Liddell,Ohio St.,B10,JR,C,32,1063,6.3,12.9,0.49,1.4,3.8,0.374,4.9,9.1,0.54,0.546,5.3,6.9,0.765,2.2,5.7,7.9,2.4,0.6,2.5,2.5,3,19.4,116.2,98.8,0.598,0.534,8.9,19.1,16.1,1,8.2,15.1,30.5,7.9,2.5,10.4,30.5,0.297,612,14.5,4.6,1.6,6.3,0.236
Damian Lillard,Weber St.,BSky,JR,G,30,1059,7.2,15.8,0.455,2.9,7.2,0.396,4.3,8.5,0.504,0.545,7.2,8.1,0.885,0.5,4.3,4.8,4.1,1.5,0.2,2.3,2.3,24.4,122.3,101.8,0.621,0.514,1.9,14.1,28,2.5,0.7,12,32.3,9.1,0.7,9.8,34,0.465,746,9,6.7,1.4,8,0.291
Dereck Lively II,Duke,ACC,FR,C,34,701,2.3,3.5,0.653,0.1,0.4,0.154,2.2,3.1,0.714,0.661,0.6,1,0.6,2.1,3.3,5.4,1.1,0.5,2.4,0.7,5.2,5.2,130.6,90.1,0.657,0.297,12.3,17.8,9.8,1.5,12.8,15.7,12.8,2.4,6.6,9,22.6,0.111,191,15.2,1.8,1.7,3.5,0.201
Isaiah Livers,Michigan,B10,SR,F,23,727,4.4,9.7,0.457,2.2,5,0.431,2.3,4.7,0.486,0.57,2,2.3,0.87,1.1,4.9,6,2,0.6,0.7,1.1,2,13.1,121.9,96,0.605,0.242,4.5,16.6,11.6,1.1,2.3,11.3,18.9,6.1,3,9.1,20.5,0.52,280,11.1,2.3,1.3,3.6,0.196
Chris Livingston,Kentucky,SEC,FR,F,34,761,2.3,5.4,0.429,0.5,1.7,0.305,1.8,3.7,0.488,0.478,1.1,1.6,0.722,1.1,3.1,4.2,0.7,0.4,0.4,0.9,3,6.3,106.3,102.7,0.513,0.293,5.7,16.2,5.5,1.2,1.7,16.2,15.1,0.4,1.3,1.6,12.1,0.321,204,10.8,0.9,1,1.9,0.1
Kevon Looney,UCLA,P12,FR,C,36,1114,4.2,8.9,0.47,0.6,1.5,0.415,3.6,7.4,0.481,0.505,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,1.2,3.7,11.6,113,96.2,0.532,0.458,12.2,21,9.1,2.5,3.3,11.9,20,4.4,1.9,6.3,21.9,0.165,428,16.6,2.8,2,4.8,0.172
